,Date,Tweets
27,2018-02-13 03:39:23+00:00,"@LitePayInc @BitPay Awesome, Thank you. https://t.co/xkS6PsFFjv"
28,2018-02-09 03:09:11+00:00,"I don't care what anyone says about $LTC I did not like the fact that Charlie dumped his coins but I have faith in his work and the future of #Litecoin. Real use being implemented plus awesome community, Going to $1k hate on me all you want 😉
#PayWithLitecoin #Litepay https://t.co/ponf6E8YD5"
29,2018-02-07 20:10:37+00:00,@Cryptonoobie  https://t.co/tltvZahJlv
30,2018-02-07 02:55:33+00:00,@Crypto_Range @nondualnelly Omfg my wife would leave me for you.... blocked!
31,2018-02-05 14:37:54+00:00,"You bears are awesome. $BTC $8k wasn't enough, now the target is $2k? Fine, I'll take it. Thanks."
32,2018-02-04 05:42:38+00:00,"Something is brewing up, is it going to be the punch crypto needs to finally go mainstream and overthrow those overpowered all controlling financial institutions? Maybe not, but it sure is the beginning of something big.
#LitePay #PayWithLitecoin https://t.co/QG6j4ugJuA"
33,2018-02-04 04:55:21+00:00,THIS IS CRYPTO! $BTC $DASH $ETH $HTML $CIF #HODL https://t.co/CAFlVhDtIk
34,2018-02-03 20:28:49+00:00,"2019 Q1 Prices Dip to;

$BTC $25,000
$ETH $5,000
$LTC $1,000
$BCH $0.25"
35,2018-02-02 22:02:03+00:00,@CNBC @TradingNation Not too hard to figure out your game. Should be a little less obvious maybe?
36,2018-02-02 20:12:06+00:00,@morcam2003 @HTMLcoin This is why I’m loyal to $HTML #HTMLCOIN https://t.co/R7j6Wt5FV2
37,2018-02-02 01:54:07+00:00,"Early #FF Crypto Mining Legacys, add on to the list i know there are more out there ;)
@notsofast 
@growdigi 
@Socal_crypto 
@btcbite 
@CryptoJuggalo 
@a4xMining"
38,2018-02-01 13:46:25+00:00,"Every day I'm Hodling...
 Red bags. https://t.co/VLcENl2bb4"
39,2018-01-29 23:32:57+00:00,.@lyotier and .@chewedwombat crushed their talk on how to move from@#domainer to #Cryptopunk
40,2018-01-29 13:53:17+00:00,"Yikes, what's with all the $ETC mentions lately... 
Better get your bags ready if you don't have any already or you'll end up fomo buying way higher.
This thing is going on a 🌚 mission."
41,2018-01-26 14:37:59+00:00,"#FF my $crypto killaz choice of this week;
@TheCryptoDog 
@Coin_Shark 
@LilUziVertcoin 
@Beastlyorion 
@CryptoBully 
@bonzocorleonee
@CryptoMessiah
@cryptomocho
@Socal_crypto
Some of the underdogs rising rapidly;
@cryptotheque 
@art4crypto 
@GainzCrypto"
42,2018-01-22 02:12:58+00:00,@cryptodemedici  https://t.co/0S5ntn9oX1
43,2018-01-19 15:29:51+00:00,"#FF 10 must follow $Crypto Gangstas;
@Socal_crypto 
@notsofast 
@Beastlyorion 
@cryptomocho 
@Coin_Shark 
@Yorkyor30444439 
@_tm3k 
@OBB_333 
@needacoin 
@LegendOfCrypto"
44,2018-01-15 07:16:39+00:00,HODL #HODL $html harpoon  #HTMLCoin whales! Strong hands people!!! https://t.co/1Uu9ww3TZe
45,2018-01-14 06:38:17+00:00,@officialmcafee #htmlcoin $html it will moon in 2018 https://t.co/XtY3dONGMt
46,2018-01-13 16:44:02+00:00,"Just won a raffle and got my first #cryptopunk, #4510 from @larvalabs! He is so cool! Thanks guys... sorry I didn't announce conference, was slow to look up my address! #rareaf #blockchain #cryptopunks https://t.co/ksJZLGDyjl https://t.co/TnWytWXxlP"
47,2018-01-13 16:43:29+00:00,$ETC is on steroids
48,2018-01-08 01:06:49+00:00,.@RedactedTonight #454-CryptoPunk Candidate Sanders Hicks discusses Grassroots Campaigning with @LeeCamp https://t.co/ASWCTEhYIR via @Audioboom
49,2018-01-07 05:25:48+00:00,"@xvgmoonrdd I'm a supporter of $MOON, I have complete faith that it will soar to the #MOON🙌🏻 $MOON: 2JiSXzEQkWscNkHqp4a5i3iMX9QBqdtRSb"
50,2018-01-04 21:09:06+00:00,a cryptopunk movie where a character tries to smoothly buy drugs with bitcoin and they have to awkwardly hang out and make small talk while waiting for the transaction to clear
51,2017-12-30 20:52:13+00:00,@505_303 @es_snipes I care👌🏻
52,2017-12-30 15:50:39+00:00,@es_snipes What? Why do you have to be a black journalist to request comments? That sounds very racist to me.
53,2017-12-26 22:00:34+00:00,.@Right_Mesh Co-Founder Chris Jensen is preparing to share with #NamesCon 2018 attendees how to move from Domainer to Cryptopunk. Learn more about one of the speakers for our upcoming conference: https://t.co/L3aOMn4eEp https://t.co/i6s8qmwIPr
54,2017-12-22 21:32:50+00:00,Love how $KMD stood strong  in this terrible massacre we are now recovering from. Future is bright 😉
55,2017-12-21 01:45:02+00:00,You think $XLM will 🚀 after $XRP ???
56,2017-12-12 15:55:57+00:00,"Hmmm Coinbase Halting LTC to let $ETH catch up?🤔 lol

*Litecoin buys and sells are temporarily disabled*..  Investigating We apologize for any inconvenience."
57,2017-12-12 02:41:28+00:00,@Satoshis_Lotto @notsofast @cryptomocho @Socal_crypto @1stMiningRig and @BitsBeTrippin where I got info to build the rig. Researched around a lot but lots of outdated info... https://t.co/rZDQ6mS2yx also lots of knowledge there...
58,2017-12-12 00:06:57+00:00,"Just had most profitable week in my short time mining crypto with $BWK Thanks to @notsofast &amp; @cryptomocho for what u do, helped me build courage to start. And @Socal_crypto for helping a noob out 😊"
59,2017-12-07 20:29:31+00:00,.@Right_Mesh Co-Founder Chris Jensen is preparing to share with #NamesCon 2018 attendees how to move from Domainer to Cryptopunk. Learn more about one of the speakers for our upcoming conference: https://t.co/L3aOMn4eEp https://t.co/H2hNqgtuET
60,2017-11-24 18:27:02+00:00,"Tuwat Chuwant! #34C3 &lt;3

#Congress #Wau #CryptoPunk #DoSomething"
61,2017-11-23 20:39:21+00:00,@cryptogear_ @notsofast @BitcoinBirch I looked up a couple of videos and built mine. No previous computer hardware experience. Check out @BitsBeTrippin videos and @1stMiningRig
62,2017-11-16 14:32:30+00:00,@coindesk  https://t.co/6HywFLdO6Y
63,2017-09-28 02:14:37+00:00,@XRP_StreetTeam @haydentiff @Ripple @xrpchat @Bidecoin @RippleXRP @traderxrp @xrptips @Hodor7777 @bro_Cityltd @RippleFeed @XRPFuture It all started with Bitcoin.
64,2017-09-26 15:44:01+00:00,Quiz: Bootkit or dropper or cryptopunk or canadian lumberjack or... ⇒ https://t.co/tMoTNn5NHs https://t.co/NxPHPNWDfs
65,2017-09-21 12:58:47+00:00,I can't sing songs about Bigfoot &amp; Mothman without @Guayaki Yerba Mate. Thanks a lot @EdgeRatedR @EandCPod @Christian4Peeps #cryptopunk #ALF https://t.co/0ggzQdempY
66,2017-09-07 12:57:24+00:00,"$NEO so much for all the ""gurus"" saying NEO was shit and going down. All it took was one message that's on bitfinex and shoots up 50% LOL"
67,2017-09-07 03:18:18+00:00,@polNewsInfinity @wheelchairjuice This sure counts as karma to me.... Lol say buh bye to your house d*** ...
68,2017-09-04 18:21:21+00:00,"$NEO $OMG $BTC  down, everyone crying, complaining and selling at a loss.... I'm crying cus I don't have more moneys to buy more.. #HODL ffs"
69,2017-09-01 22:38:11+00:00,"$NEO buy the fear, sell the greed ;)"
70,2017-08-27 02:06:47+00:00,$LGD in this for a 10% and I'm out. Profit is profit tyvm...
71,2017-08-22 03:16:54+00:00,"@BittrexExchange , any thoughts about adding $GAS and or distribution to $NEO holders? Thanks in advance, :)"
72,2017-07-03 18:58:43+00:00,A #cryptopunk built on the #ethereum #blockchain just sold for over $3K!  Well deserved success for @larvalabs https://t.co/H0CtgqeSIT
73,2017-06-29 22:40:42+00:00,"A new #CryptoPunk price record has just been set, zombie 1374 sold for 1.89ETH ($563): https://t.co/BoyrOYUp6w"
74,2017-06-29 19:21:25+00:00,"Check this out, a list of celebrity #CryptoPunk lookalikes! https://t.co/umsOSgVdRd"
