,date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url
4265,4/6/19,336,4411,31,1,Human,Male,Dark,2,"['Smile', 'Mohawk']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1.png
1025,7/13/17,166,4540,0.9,14,Human,Female,Dark,3,"['Pipe', 'Pilot Helmet', 'Hot Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk14.png
1026,7/17/17,4540,5394,1.85,14,Human,Female,Dark,3,"['Pipe', 'Pilot Helmet', 'Hot Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk14.png
1027,12/7/18,5394,204,2.5,14,Human,Female,Dark,3,"['Pipe', 'Pilot Helmet', 'Hot Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk14.png
10150,2/1/21,166,5853,20,53,Human,Female,Light,2,"['Big Shades', 'Straight Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk53.png
10151,2/19/21,5853,920,22,53,Human,Female,Light,2,"['Big Shades', 'Straight Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk53.png
10152,8/23/21,798,292,129.99,53,Human,Female,Light,2,"['Big Shades', 'Straight Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk53.png
8198,9/6/20,920,6083,19.99,89,Human,Female,Dark,1,['Choker'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk89.png
829,7/11/17,166,4540,1.2,116,Human,Female,Dark,4,"['Black Lipstick', 'Tiara', 'Earring', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk116.png
830,7/17/17,4540,5394,2.4,116,Human,Female,Dark,4,"['Black Lipstick', 'Tiara', 'Earring', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk116.png
12493,3/11/21,284,921,20.25,118,Human,Female,Light,2,"['Black Lipstick', 'Bandana']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk118.png
12494,5/4/21,921,898,20.45,118,Human,Female,Light,2,"['Black Lipstick', 'Bandana']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk118.png
12405,3/7/21,4045,4364,15,124,Human,Male,Medium,3,"['Normal Beard Black', 'Peak Spike', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk124.png
12406,3/8/21,4364,4412,19.9,124,Human,Male,Medium,3,"['Normal Beard Black', 'Peak Spike', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk124.png
12407,6/10/21,4412,1417,17,124,Human,Male,Medium,3,"['Normal Beard Black', 'Peak Spike', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk124.png
13594,4/6/21,5245,2916,14.5,138,Human,Male,Light,2,"['Stringy Hair', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk138.png
13595,4/6/21,2916,4398,15.25,138,Human,Male,Light,2,"['Stringy Hair', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk138.png
13596,8/15/21,5800,3096,42,138,Human,Male,Light,2,"['Stringy Hair', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk138.png
13597,8/23/21,3096,5757,57.99,138,Human,Male,Light,2,"['Stringy Hair', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk138.png
12488,3/11/21,2264,4536,24.99,139,Human,Male,Medium,2,"['Do-rag', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk139.png
12489,8/5/21,4536,2405,45.99,139,Human,Male,Medium,2,"['Do-rag', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk139.png
12490,8/19/21,2405,1396,45.99,139,Human,Male,Medium,2,"['Do-rag', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk139.png
12491,8/27/21,1396,690,87.9,139,Human,Male,Medium,2,"['Do-rag', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk139.png
15588,7/27/21,3049,2875,39.5,141,Human,Male,Dark,3,"['Chinstrap', 'Headband', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk141.png
15589,6/30/22,485,747,105,141,Human,Male,Dark,3,"['Chinstrap', 'Headband', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk141.png
12865,3/14/21,5446,2375,165,143,Human,Male,Light,2,"['Beanie', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk143.png
17081,10/1/21,3677,3096,128,150,Human,Female,Medium,2,"['Purple Lipstick', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk150.png
17082,10/2/21,3096,1106,138.99,150,Human,Female,Medium,2,"['Purple Lipstick', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk150.png
8225,9/9/20,4148,5431,12,155,Human,Male,Dark,2,"['Clown Nose', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk155.png
11391,2/19/21,166,4389,30,160,Human,Female,Medium,3,"['Pigtails', 'Purple Lipstick', 'Clown Eyes Blue']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk160.png
11392,3/3/21,4389,3401,40,160,Human,Female,Medium,3,"['Pigtails', 'Purple Lipstick', 'Clown Eyes Blue']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk160.png
11393,4/21/21,3401,1583,53,160,Human,Female,Medium,3,"['Pigtails', 'Purple Lipstick', 'Clown Eyes Blue']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk160.png
14356,4/28/21,4405,5323,22.21,161,Human,Female,Dark,2,"['Hot Lipstick', 'Frumpy Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk161.png
14357,8/27/21,5179,5795,77,161,Human,Female,Dark,2,"['Hot Lipstick', 'Frumpy Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk161.png
14358,8/27/21,5795,690,89.47,161,Human,Female,Dark,2,"['Hot Lipstick', 'Frumpy Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk161.png
9798,1/6/21,166,6083,25,168,Human,Female,Light,3,"['Blue Eye Shadow', 'Silver Chain', 'Blonde Bob']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk168.png
7849,5/28/20,1892,5317,6.99,169,Human,Female,Medium,3,"['Wild White Hair', 'Hot Lipstick', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk169.png
7850,4/10/21,5317,559,45,169,Human,Female,Medium,3,"['Wild White Hair', 'Hot Lipstick', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk169.png
7851,7/31/21,559,1270,56,169,Human,Female,Medium,3,"['Wild White Hair', 'Hot Lipstick', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk169.png
12008,2/23/21,166,2980,50,173,Human,Female,Dark,5,"['Mole', 'Pipe', 'Messy Hair', 'Hot Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk173.png
12009,8/23/21,2980,663,99.9,173,Human,Female,Dark,5,"['Mole', 'Pipe', 'Messy Hair', 'Hot Lipstick', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk173.png
15427,7/15/21,2520,1352,21.5,186,Human,Male,Dark,2,"['Mustache', 'Crazy Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk186.png
10295,2/5/21,166,952,16,195,Human,Female,Light,2,"['Straight Hair Blonde', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk195.png
17222,12/3/21,296,3096,70,197,Human,Male,Dark,2,"['Frumpy Hair', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk197.png
17223,12/30/21,3096,520,65,197,Human,Male,Dark,2,"['Frumpy Hair', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk197.png
17224,12/30/21,3279,3096,64,197,Human,Male,Dark,2,"['Frumpy Hair', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk197.png
17225,1/22/22,520,5912,0,197,Human,Male,Dark,2,"['Frumpy Hair', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk197.png
17226,1/22/22,5912,1291,0,197,Human,Male,Dark,2,"['Frumpy Hair', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk197.png
13670,4/8/21,2434,6358,29.99,203,Human,Male,Light,3,"['Front Beard', 'Messy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk203.png
13671,8/28/21,6358,6094,150,203,Human,Male,Light,3,"['Front Beard', 'Messy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk203.png
13672,9/30/21,6094,5752,121,203,Human,Male,Light,3,"['Front Beard', 'Messy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk203.png
13673,10/5/21,5752,5907,128.88,203,Human,Male,Light,3,"['Front Beard', 'Messy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk203.png
13674,2/11/22,5907,472,74.94,203,Human,Male,Light,3,"['Front Beard', 'Messy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk203.png
15542,7/26/21,4463,3855,21.5,211,Human,Male,Dark,2,"['Mohawk Thin', 'Goat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk211.png
15543,10/20/21,3855,396,104.8,211,Human,Male,Dark,2,"['Mohawk Thin', 'Goat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk211.png
17099,10/4/21,6206,3096,120,229,Human,Male,Light,2,"['Cigarette', 'Messy Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk229.png
17100,10/12/21,2642,5779,124.95,229,Human,Male,Light,2,"['Cigarette', 'Messy Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk229.png
15252,7/3/21,1806,1491,24.99,234,Human,Male,Light,2,"['Nerd Glasses', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk234.png
15613,7/29/21,5894,3931,21.9,239,Human,Male,Dark,3,"['Frown', 'Goat', 'Mohawk']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk239.png
15614,7/30/21,3317,2631,23.95,239,Human,Male,Dark,3,"['Frown', 'Goat', 'Mohawk']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk239.png
15389,7/13/21,1999,5860,39,240,Human,Female,Medium,2,"['Big Shades', 'Straight Hair Blonde']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk240.png
15390,7/28/21,5860,3874,44,240,Human,Female,Medium,2,"['Big Shades', 'Straight Hair Blonde']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk240.png
6252,1/8/20,166,5687,5,241,Human,Female,Light,1,['Wild Blonde'],#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk241.png
676,7/7/17,166,4492,0.95,249,Human,Female,Light,1,['Orange Side'],#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk249.png
15429,7/16/21,3039,4747,25,252,Human,Male,Albino,2,"['Cap Forward', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk252.png
15430,8/1/21,4747,1631,42,252,Human,Male,Albino,2,"['Cap Forward', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk252.png
12683,3/12/21,5981,1354,24.5,257,Human,Male,Light,2,"['Cap', 'Frown']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk257.png
12684,3/24/21,1354,908,27,257,Human,Male,Light,2,"['Cap', 'Frown']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk257.png
12685,8/3/21,1080,3607,45,257,Human,Male,Light,2,"['Cap', 'Frown']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk257.png
12686,8/6/21,3607,843,69.99,257,Human,Male,Light,2,"['Cap', 'Frown']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk257.png
12687,8/23/21,843,2375,74,257,Human,Male,Light,2,"['Cap', 'Frown']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk257.png
12688,3/28/22,2543,2890,79.75,257,Human,Male,Light,2,"['Cap', 'Frown']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk257.png
15223,6/30/21,108,600,19,258,Human,Male,Medium,2,"['Cap Forward', 'Handlebars']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk258.png
15224,7/30/21,3055,3096,23.99,258,Human,Male,Medium,2,"['Cap Forward', 'Handlebars']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk258.png
15225,7/31/21,3096,4084,34,258,Human,Male,Medium,2,"['Cap Forward', 'Handlebars']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk258.png
12469,3/9/21,1482,3077,18.5,259,Human,Male,Light,3,"['Eye Mask', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk259.png
12470,4/6/21,3077,3707,24.75,259,Human,Male,Light,3,"['Eye Mask', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk259.png
12471,8/23/21,4778,3262,85.5,259,Human,Male,Light,3,"['Eye Mask', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk259.png
12472,10/3/21,1775,5045,143,259,Human,Male,Light,3,"['Eye Mask', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk259.png
12473,10/3/21,3277,1775,143,259,Human,Male,Light,3,"['Eye Mask', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk259.png
12474,6/18/22,6234,4145,95,259,Human,Male,Light,3,"['Eye Mask', 'Cap Forward', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk259.png
14602,5/6/21,166,2367,60,260,Human,Male,Dark,2,"['Purple Hair', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk260.png
14603,5/14/21,2367,4619,32.43,260,Human,Male,Dark,2,"['Purple Hair', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk260.png
14604,6/23/21,2769,956,60,260,Human,Male,Dark,2,"['Purple Hair', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk260.png
14605,8/6/21,956,2495,175,260,Human,Male,Dark,2,"['Purple Hair', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk260.png
16735,8/25/21,3518,2973,107,263,Human,Male,Albino,2,"['Messy Hair', 'Muttonchops']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk263.png
8378,9/12/20,3357,489,3,273,Human,Male,Light,2,"['Cap Forward', 'Big Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk273.png
8379,3/3/21,489,2878,20,273,Human,Male,Light,2,"['Cap Forward', 'Big Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk273.png
8380,10/19/21,4846,4285,265,273,Human,Male,Light,2,"['Cap Forward', 'Big Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk273.png
8381,5/8/22,4285,3096,55,273,Human,Male,Light,2,"['Cap Forward', 'Big Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk273.png
8382,6/14/22,4282,5470,89,273,Human,Male,Light,2,"['Cap Forward', 'Big Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk273.png
1346,7/25/17,166,2601,1.2,280,Human,Male,Albino,1,['Earring'],#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk280.png
12712,3/12/21,1892,5280,27.49,283,Human,Female,Light,2,"['Hot Lipstick', 'Frumpy Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk283.png
12045,2/24/21,1892,2584,29.99,285,Human,Female,Light,2,"['Dark Hair', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk285.png
12046,3/13/21,2584,2259,31.99,285,Human,Female,Light,2,"['Dark Hair', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk285.png
15831,7/31/21,4675,742,49.99,286,Human,Male,Albino,2,"['Wild Hair', 'Goat']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk286.png
15832,8/6/21,742,5641,55.5,286,Human,Male,Albino,2,"['Wild Hair', 'Goat']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk286.png
15833,5/4/22,1914,1044,63,286,Human,Male,Albino,2,"['Wild Hair', 'Goat']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk286.png
15834,6/19/22,2349,4226,74.99,286,Human,Male,Albino,2,"['Wild Hair', 'Goat']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk286.png
15835,6/26/22,4226,3096,69.99,286,Human,Male,Albino,2,"['Wild Hair', 'Goat']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk286.png
15836,7/10/22,4282,3146,84.95,286,Human,Male,Albino,2,"['Wild Hair', 'Goat']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk286.png
11871,2/22/21,4451,5210,29.5,287,Human,Female,Albino,3,"['Mohawk', 'Purple Eye Shadow', 'Cigarette']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk287.png
11872,2/22/21,1892,4451,24.99,287,Human,Female,Albino,3,"['Mohawk', 'Purple Eye Shadow', 'Cigarette']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk287.png
11873,3/5/21,3081,5428,22.5,287,Human,Female,Albino,3,"['Mohawk', 'Purple Eye Shadow', 'Cigarette']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk287.png
12918,3/15/21,3845,5446,21,291,Human,Male,Medium,2,"['Mohawk Thin', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk291.png
12919,7/31/21,3162,443,29,291,Human,Male,Medium,2,"['Mohawk Thin', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk291.png
7852,5/29/20,3357,5317,4.9,294,Human,Male,Dark,3,"['Hoodie', 'Big Shades', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk294.png
7853,1/25/21,5804,5460,12,294,Human,Male,Dark,3,"['Hoodie', 'Big Shades', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk294.png
14819,5/13/21,2878,4926,12.77,299,Human,Male,Dark,2,"['Muttonchops', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk299.png
17441,1/26/22,1445,3241,86.69,300,Human,Male,Light,2,"['Goat', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk300.png
17442,2/1/22,3241,3096,87,300,Human,Male,Light,2,"['Goat', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk300.png
17443,2/13/22,3096,4045,73.95,300,Human,Male,Light,2,"['Goat', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk300.png
16453,8/11/21,3769,1795,46.5,307,Human,Male,Medium,2,"['Frumpy Hair', 'Chinstrap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk307.png
15765,7/30/21,4463,657,23.9,308,Human,Male,Light,3,"['Messy Hair', 'Horned Rim Glasses', 'Mole']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk308.png
16599,8/23/21,3355,3639,77.7,312,Human,Male,Light,2,"['Cap Forward', 'Chinstrap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk312.png
16600,6/19/22,3323,4693,100,312,Human,Male,Light,2,"['Cap Forward', 'Chinstrap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk312.png
12353,3/4/21,1892,589,26.5,318,Human,Female,Albino,3,"['Bandana', 'Hot Lipstick', 'Cigarette']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk318.png
12354,4/8/21,589,1020,27.5,318,Human,Female,Albino,3,"['Bandana', 'Hot Lipstick', 'Cigarette']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk318.png
8427,9/13/20,166,927,12,322,Human,Female,Medium,3,"['Black Lipstick', 'Pink With Hat', 'Clown Eyes Green']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk322.png
8428,1/19/21,6110,279,16,322,Human,Female,Medium,3,"['Black Lipstick', 'Pink With Hat', 'Clown Eyes Green']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk322.png
8429,3/8/22,2642,6014,81.95,322,Human,Female,Medium,3,"['Black Lipstick', 'Pink With Hat', 'Clown Eyes Green']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk322.png
8430,3/8/22,4882,1291,0,322,Human,Female,Medium,3,"['Black Lipstick', 'Pink With Hat', 'Clown Eyes Green']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk322.png
17444,1/26/22,4934,4984,83,325,Human,Male,Dark,3,"['Police Cap', 'Mustache', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk325.png
12743,3/12/21,4660,1795,21.88,328,Human,Male,Light,2,"['Bandana', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk328.png
12744,8/4/21,1795,2038,42,328,Human,Male,Light,2,"['Bandana', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk328.png
12745,8/14/21,2038,5966,52,328,Human,Male,Light,2,"['Bandana', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk328.png
11859,2/22/21,1892,3906,24.99,329,Human,Female,Medium,2,"['Bandana', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk329.png
11860,2/24/21,3906,6041,22.95,329,Human,Female,Medium,2,"['Bandana', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk329.png
11861,2/27/21,6041,89,24.9,329,Human,Female,Medium,2,"['Bandana', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk329.png
14506,5/3/21,2587,1668,21.49,332,Human,Male,Dark,2,"['Stringy Hair', 'Horned Rim Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk332.png
14507,5/26/21,1668,3063,15.25,332,Human,Male,Dark,2,"['Stringy Hair', 'Horned Rim Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk332.png
11907,2/22/21,166,2737,40,335,Human,Male,Medium,1,['Clown Hair Green'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk335.png
11908,12/5/21,4658,1044,88,335,Human,Male,Medium,1,['Clown Hair Green'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk335.png
14872,5/19/21,3907,846,26.99,338,Human,Male,Light,2,"['Messy Hair', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk338.png
11300,2/18/21,166,6168,50,339,Human,Female,Albino,5,"['Mole', 'Cap', 'Big Shades', 'Black Lipstick', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk339.png
11301,4/26/21,6168,4619,79.99,339,Human,Female,Albino,5,"['Mole', 'Cap', 'Big Shades', 'Black Lipstick', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk339.png
11302,7/24/21,4619,2239,74.5,339,Human,Female,Albino,5,"['Mole', 'Cap', 'Big Shades', 'Black Lipstick', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk339.png
11303,8/6/21,2239,5082,155,339,Human,Female,Albino,5,"['Mole', 'Cap', 'Big Shades', 'Black Lipstick', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk339.png
11304,8/28/21,3214,4288,239,339,Human,Female,Albino,5,"['Mole', 'Cap', 'Big Shades', 'Black Lipstick', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk339.png
11969,2/22/21,166,4353,50,340,Human,Male,Medium,4,"['Muttonchops', 'Headband', 'Medical Mask', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk340.png
11970,4/5/21,4353,537,51,340,Human,Male,Medium,4,"['Muttonchops', 'Headband', 'Medical Mask', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk340.png
11971,8/28/21,5756,345,200,340,Human,Male,Medium,4,"['Muttonchops', 'Headband', 'Medical Mask', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk340.png
11972,12/30/21,345,2960,140,340,Human,Male,Medium,4,"['Muttonchops', 'Headband', 'Medical Mask', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk340.png
11770,2/22/21,1892,3121,24.99,341,Human,Female,Light,2,"['Messy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk341.png
11771,8/28/21,3121,4288,125,341,Human,Female,Light,2,"['Messy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk341.png
14617,5/7/21,4688,5474,20.5,342,Human,Female,Light,2,"['Bandana', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk342.png
14618,8/28/21,4463,4546,147.69,342,Human,Female,Light,2,"['Bandana', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk342.png
14619,8/28/21,5474,4463,119.9,342,Human,Female,Light,2,"['Bandana', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk342.png
6999,5/14/20,166,5687,15,344,Human,Male,Dark,1,['Beanie'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk344.png
17259,12/21/21,3648,1942,51.89,349,Human,Male,Dark,3,"['Front Beard Dark', 'Earring', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk349.png
17260,12/24/21,3241,2389,57.69,349,Human,Male,Dark,3,"['Front Beard Dark', 'Earring', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk349.png
12098,2/25/21,1892,1736,26.79,352,Human,Female,Medium,2,"['Green Eye Shadow', 'Straight Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk352.png
12099,7/31/21,1736,2631,27.99,352,Human,Female,Medium,2,"['Green Eye Shadow', 'Straight Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk352.png
13475,4/1/21,5601,2265,15,353,Human,Female,Light,2,"['Bandana', 'Green Eye Shadow']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk353.png
13476,6/12/21,2265,5135,15,353,Human,Female,Light,2,"['Bandana', 'Green Eye Shadow']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk353.png
13477,6/26/21,5135,5217,15.99,353,Human,Female,Light,2,"['Bandana', 'Green Eye Shadow']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk353.png
13478,8/27/21,5217,2973,100,353,Human,Female,Light,2,"['Bandana', 'Green Eye Shadow']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk353.png
