,date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url
1318,7/24/17,166,1218,0.6,355,Human,Female,Albino,4,"['Wild White Hair', 'Black Lipstick', 'Gold Chain', 'Green Eye Shadow']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk355.png
17136,10/26/21,4934,980,360,364,Human,Male,Albino,2,"['Normal Beard Black', 'Hoodie']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk364.png
14711,5/11/21,3187,3392,16.66,365,Human,Male,Light,2,"['Normal Beard', 'Do-rag']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk365.png
14712,8/5/21,5999,1038,39.89,365,Human,Male,Light,2,"['Normal Beard', 'Do-rag']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk365.png
13327,3/27/21,1892,4076,19.99,368,Human,Female,Medium,2,"['Frumpy Hair', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk368.png
13328,7/16/21,4076,1291,0,368,Human,Female,Medium,2,"['Frumpy Hair', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk368.png
13329,7/20/21,3499,3096,19.8,368,Human,Female,Medium,2,"['Frumpy Hair', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk368.png
13330,7/25/21,3096,1795,21.8,368,Human,Female,Medium,2,"['Frumpy Hair', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk368.png
13331,7/31/21,1795,2542,32,368,Human,Female,Medium,2,"['Frumpy Hair', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk368.png
13332,8/23/21,5793,1897,70,368,Human,Female,Medium,2,"['Frumpy Hair', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk368.png
17709,6/18/22,3355,3096,55.69,374,Human,Female,Dark,2,"['Bandana', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk374.png
17710,6/19/22,3096,405,66.65,374,Human,Female,Dark,2,"['Bandana', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk374.png
11553,2/21/21,1892,1033,24.99,376,Human,Female,Light,2,"['Half Shaved', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk376.png
11554,5/24/21,3293,4474,29.9,376,Human,Female,Light,2,"['Half Shaved', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk376.png
11555,5/24/22,6186,3096,46,376,Human,Female,Light,2,"['Half Shaved', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk376.png
11811,2/22/21,1892,4129,23.99,381,Human,Female,Light,2,"['Knitted Cap', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk381.png
11812,4/8/21,4129,6358,24.99,381,Human,Female,Light,2,"['Knitted Cap', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk381.png
14620,5/8/21,4791,3851,130,382,Human,Female,Light,2,"['Pilot Helmet', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk382.png
14313,4/27/21,3677,2010,39.7,383,Human,Female,Medium,2,"['Green Eye Shadow', 'Straight Hair Blonde']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk383.png
17232,12/7/21,3162,3096,105,385,Human,Female,Medium,2,"['Choker', 'Wild Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk385.png
17233,12/24/21,2642,2239,104.95,385,Human,Female,Medium,2,"['Choker', 'Wild Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk385.png
17234,1/20/22,2239,3862,96.96,385,Human,Female,Medium,2,"['Choker', 'Wild Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk385.png
17133,10/26/21,4934,2951,210,387,Human,Male,Medium,3,"['Cap Forward', 'Gold Chain', 'Pipe']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk387.png
17134,12/31/21,2951,3293,140,387,Human,Male,Medium,3,"['Cap Forward', 'Gold Chain', 'Pipe']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk387.png
17135,7/15/22,6311,757,219,387,Human,Male,Medium,3,"['Cap Forward', 'Gold Chain', 'Pipe']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk387.png
17152,11/6/21,2318,5461,114.9,399,Human,Male,Dark,2,"['Purple Hair', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk399.png
17153,6/13/22,5461,3096,49.99,399,Human,Male,Dark,2,"['Purple Hair', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk399.png
17154,6/14/22,4282,874,56.5,399,Human,Male,Dark,2,"['Purple Hair', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk399.png
15521,7/25/21,4322,153,0,402,Human,Male,Dark,2,"['Mohawk Thin', 'Front Beard Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk402.png
15522,7/25/21,153,1291,0,402,Human,Male,Dark,2,"['Mohawk Thin', 'Front Beard Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk402.png
15523,7/25/21,5474,4322,20.99,402,Human,Male,Dark,2,"['Mohawk Thin', 'Front Beard Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk402.png
675,7/7/17,166,4492,0.95,404,Human,Female,Light,3,"['Orange Side', 'Silver Chain', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk404.png
14197,4/21/21,3677,1095,58.5,406,Human,Male,Dark,2,"['Hoodie', 'Nerd Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk406.png
14198,4/22/21,1095,4619,62.49,406,Human,Male,Dark,2,"['Hoodie', 'Nerd Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk406.png
14199,8/25/21,4483,3454,230,406,Human,Male,Dark,2,"['Hoodie', 'Nerd Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk406.png
14200,8/28/21,3454,3577,315,406,Human,Male,Dark,2,"['Hoodie', 'Nerd Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk406.png
14283,4/25/21,5037,4619,27,410,Human,Male,Albino,2,"['Headband', 'Eye Patch']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk410.png
11834,2/22/21,1892,357,24.99,411,Human,Female,Light,3,"['Black Lipstick', 'Wild Hair', 'Clown Eyes Blue']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk411.png
13238,3/22/21,166,3936,65,416,Human,Male,Dark,3,"['Cigarette', 'Hoodie', 'Smile']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk416.png
17406,1/25/22,4934,332,105,418,Human,Female,Dark,3,"['Vape', 'Wild White Hair', 'Black Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk418.png
17407,6/19/22,332,3096,90,418,Human,Female,Dark,3,"['Vape', 'Wild White Hair', 'Black Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk418.png
13106,3/18/21,1892,4045,34.99,422,Human,Female,Light,4,"['Purple Eye Shadow', 'Dark Hair', 'Purple Lipstick', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk422.png
13107,8/27/21,4045,573,115,422,Human,Female,Light,4,"['Purple Eye Shadow', 'Dark Hair', 'Purple Lipstick', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk422.png
16216,8/4/21,1600,5581,33.5,423,Human,Male,Dark,2,"['Clown Eyes Blue', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk423.png
16217,9/30/21,5581,368,107.5,423,Human,Male,Dark,2,"['Clown Eyes Blue', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk423.png
16218,3/12/22,368,3096,74.79,423,Human,Male,Dark,2,"['Clown Eyes Blue', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk423.png
16219,3/17/22,3096,1951,64.95,423,Human,Male,Dark,2,"['Clown Eyes Blue', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk423.png
13519,4/3/21,4820,5663,19.95,426,Human,Male,Dark,2,"['Peak Spike', 'Big Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk426.png
11563,2/21/21,1892,5555,17.99,430,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk430.png
11564,8/2/21,5555,4180,34.4,430,Human,Female,Dark,3,"['Dark Hair', 'Purple Lipstick', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk430.png
12023,2/23/21,1892,6271,26.99,431,Human,Female,Dark,2,"['Horned Rim Glasses', 'Headband']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk431.png
16954,8/29/21,1704,2636,145,432,Human,Male,Medium,3,"['Cigarette', 'Messy Hair', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk432.png
17500,2/13/22,2428,3096,72.5,434,Human,Male,Albino,2,"['Frumpy Hair', 'Eye Mask']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk434.png
17501,3/1/22,3096,1655,72.95,434,Human,Male,Albino,2,"['Frumpy Hair', 'Eye Mask']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk434.png
13029,3/17/21,6261,1718,21.95,435,Human,Male,Medium,2,"['Mohawk Thin', 'Muttonchops']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk435.png
13030,8/6/21,1718,2759,50,435,Human,Male,Medium,2,"['Mohawk Thin', 'Muttonchops']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk435.png
12651,3/12/21,4698,5491,20,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12652,3/15/21,5491,3942,21.97,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12653,4/11/21,5245,2587,19.2,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12654,7/9/21,3931,5188,18.95,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12655,7/13/21,5188,1291,0,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12656,8/6/21,5855,1959,46.46,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12657,1/6/22,1959,2217,60,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12658,1/15/22,2217,3096,59.95,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
12659,1/17/22,3096,1291,0,441,Human,Male,Dark,2,"['Stringy Hair', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk441.png
11511,2/20/21,4791,559,71,445,Human,Female,Dark,4,"['Pipe', 'Pilot Helmet', 'Purple Lipstick', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk445.png
11512,1/2/22,544,1044,145,445,Human,Female,Dark,4,"['Pipe', 'Pilot Helmet', 'Purple Lipstick', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk445.png
11513,3/12/22,2349,4808,161,445,Human,Female,Dark,4,"['Pipe', 'Pilot Helmet', 'Purple Lipstick', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk445.png
10091,1/28/21,166,2878,11,446,Human,Female,Medium,3,"['Straight Hair Blonde', 'Cigarette', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk446.png
10092,2/21/21,2878,1499,24.99,446,Human,Female,Medium,3,"['Straight Hair Blonde', 'Cigarette', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk446.png
14293,4/26/21,2818,6182,19.5,447,Human,Male,Medium,2,"['Stringy Hair', 'Big Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk447.png
14294,5/7/21,6182,1523,20.5,447,Human,Male,Medium,2,"['Stringy Hair', 'Big Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk447.png
14295,7/31/21,848,5413,30,447,Human,Male,Medium,2,"['Stringy Hair', 'Big Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk447.png
13608,4/6/21,5547,6144,19.19,449,Human,Female,Medium,3,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk449.png
13609,7/20/21,6144,3096,19.8,449,Human,Female,Medium,3,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk449.png
13610,7/21/21,3096,2408,20.75,449,Human,Female,Medium,3,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk449.png
13611,8/1/21,6009,1844,39.69,449,Human,Female,Medium,3,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk449.png
13612,8/1/21,4954,6009,36,449,Human,Female,Medium,3,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk449.png
13613,8/1/21,2408,4954,32.99,449,Human,Female,Medium,3,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk449.png
13614,8/4/21,1844,2884,36.95,449,Human,Female,Medium,3,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk449.png
13939,4/13/21,5804,6109,45,457,Human,Male,Light,3,"['Chinstrap', 'Knitted Cap', '3D Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk457.png
13940,1/20/22,1073,3096,112,457,Human,Male,Light,3,"['Chinstrap', 'Knitted Cap', '3D Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk457.png
13941,1/28/22,2642,2561,149.95,457,Human,Male,Light,3,"['Chinstrap', 'Knitted Cap', '3D Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk457.png
13942,7/6/22,1542,806,160,457,Human,Male,Light,3,"['Chinstrap', 'Knitted Cap', '3D Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk457.png
10053,1/27/21,166,2878,14,465,Human,Male,Light,3,"['Hoodie', 'Pipe', '3D Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk465.png
12580,3/11/21,2809,5795,17.9,470,Human,Male,Dark,3,"['Big Shades', 'Knitted Cap', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk470.png
12581,3/11/21,5795,6421,18.99,470,Human,Male,Dark,3,"['Big Shades', 'Knitted Cap', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk470.png
11248,2/18/21,1892,5685,14.99,471,Human,Female,Dark,2,"['Clown Eyes Green', 'Stringy Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk471.png
15616,7/29/21,2783,4131,29.99,473,Human,Female,Light,2,"['Green Eye Shadow', 'Straight Hair Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk473.png
16575,8/23/21,3677,1824,135,480,Human,Male,Medium,3,"['Chinstrap', 'Earring', 'Top Hat']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk480.png
12430,3/7/21,2627,1351,17,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
12431,4/8/21,2574,414,22,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
12432,4/8/21,1795,2574,19.99,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
12433,4/27/21,414,4276,21.888,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
12434,5/3/21,4276,2750,21.89,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
12435,7/9/21,2597,1291,0,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
12436,7/22/21,2642,2916,20.39,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
12437,8/27/21,2916,2973,81.5,483,Human,Male,Light,2,"['Stringy Hair', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk483.png
10102,1/28/21,166,3596,16,485,Human,Male,Medium,4,"['Earring', 'Headband', '3D Glasses', 'Big Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk485.png
10110,1/29/21,166,2375,13,486,Human,Female,Medium,2,"['Straight Hair Blonde', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk486.png
10111,2/14/21,2375,1647,15,486,Human,Female,Medium,2,"['Straight Hair Blonde', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk486.png
10112,2/24/21,1647,2027,39,486,Human,Female,Medium,2,"['Straight Hair Blonde', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk486.png
10113,4/8/21,2027,4564,40,486,Human,Female,Medium,2,"['Straight Hair Blonde', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk486.png
10114,6/18/22,4564,3096,67,486,Human,Female,Medium,2,"['Straight Hair Blonde', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk486.png
10115,6/19/22,4282,1255,77.95,486,Human,Female,Medium,2,"['Straight Hair Blonde', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk486.png
12024,2/23/21,1892,1533,24.99,488,Human,Female,Medium,3,"['Mole', 'Half Shaved', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk488.png
12025,2/23/21,1533,4977,27.25,488,Human,Female,Medium,3,"['Mole', 'Half Shaved', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk488.png
12026,5/11/22,4977,3096,49.5,488,Human,Female,Medium,3,"['Mole', 'Half Shaved', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk488.png
12027,5/15/22,3096,3787,48.85,488,Human,Female,Medium,3,"['Mole', 'Half Shaved', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk488.png
16001,7/31/21,2849,3336,28,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16002,8/1/21,4463,1571,29.99,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16003,11/14/21,4281,3096,87,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16004,11/14/21,3096,6071,89.7,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16005,11/14/21,3312,4281,85,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16006,12/24/21,6071,3727,73.5,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16007,3/11/22,4622,6272,70,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16008,3/18/22,6272,2408,69.69,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
16009,3/22/22,2408,2702,72.99,489,Human,Male,Dark,2,"['Classic Shades', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk489.png
14201,4/21/21,3677,4276,54.4,490,Human,Female,Light,2,"['Pigtails', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk490.png
14202,12/5/21,4276,4000,102.5,490,Human,Female,Light,2,"['Pigtails', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk490.png
15052,6/15/21,4412,3692,15,494,Human,Male,Light,2,"['Stringy Hair', 'Front Beard Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk494.png
15053,9/6/21,5825,6416,91.99,494,Human,Male,Light,2,"['Stringy Hair', 'Front Beard Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk494.png
15054,9/28/21,4346,1739,110,494,Human,Male,Light,2,"['Stringy Hair', 'Front Beard Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk494.png
17387,1/23/22,4934,5896,90,496,Human,Male,Medium,4,"['Normal Beard Black', 'Cap', 'Earring', 'Small Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk496.png
17388,6/19/22,5896,483,95,496,Human,Male,Medium,4,"['Normal Beard Black', 'Cap', 'Earring', 'Small Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk496.png
13274,3/24/21,1697,475,23,497,Human,Male,Light,2,"['Peak Spike', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk497.png
13275,4/20/21,475,3462,19.5,497,Human,Male,Light,2,"['Peak Spike', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk497.png
13276,7/29/21,5999,1438,22.99,497,Human,Male,Light,2,"['Peak Spike', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk497.png
15813,7/31/21,5695,2427,125,501,Human,Female,Medium,2,"['Pilot Helmet', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk501.png
16171,8/2/21,1600,1308,33.5,503,Human,Male,Light,2,"['Front Beard Dark', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk503.png
16172,9/10/21,1308,5014,94.5,503,Human,Male,Light,2,"['Front Beard Dark', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk503.png
12911,3/15/21,3805,4791,25.25,505,Human,Male,Medium,2,"['Normal Beard', 'Headband']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk505.png
12912,8/19/21,4791,626,51,505,Human,Male,Medium,2,"['Normal Beard', 'Headband']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk505.png
13898,4/12/21,5795,4679,24.97,506,Human,Male,Medium,2,"['Messy Hair', 'Big Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk506.png
